shot_id,shot_made_flag
6338,9.77466483638265e-07
6339,1.02029158954377e-06
6362,6.36338473303515e-08
6372,5.0784279366724e-06
6375,1.4211542548394e-06
6393,9.11106475128595e-08
6394,4.78104951274919e-06
6405,0.00340858425324949
6406,5.00615168586092e-07
6416,5.19774441465941e-07
6421,5.40446063898845e-06
6422,7.4456692572987e-08
6440,0.00301395261805734
6457,1.97509548974417e-05
6460,3.99111568119615e-07
6463,5.25559001821386e-06
6474,2.03906122983401e-05
6476,8.2994423534414e-08
6477,3.07621105440862e-08
6482,2.59007325356027e-05
6488,7.99525356388341e-08
6489,8.09355539643409e-08
6494,2.43604540860598e-08
6499,1.32632502884987e-06
6507,2.17983143856374e-08
6524,2.55216106103814e-08
6527,2.38061849364161e-08
6531,2.71471253810286e-08
6536,5.71115404671823e-06
6538,1.37579297094819e-08
6542,1.23610624936507e-06
6565,6.61726859522595e-08
6584,3.921541773822e-08
6588,8.61319039542153e-08
6597,6.93304254023062e-08
6603,2.51616596905799e-05
6609,2.60685768984926e-05
6613,2.31507133829111e-05
6622,5.51843425007963e-08
6630,2.86004635696309e-08
6637,1.02588596243441e-07
6639,2.59458583891494e-05
6640,2.33983781073335e-08
6646,3.55346587585011e-08
6647,5.01394913723892e-06
6648,0.00348946308081464
6669,7.66463647033577e-08
6680,2.27994075832926e-08
6681,2.42886275567801e-08
6684,1.31272301568525e-09
6693,3.96085439397748e-08
6694,4.01265073340525e-08
6704,7.59938532702532e-08
6706,4.13443756265507e-06
6710,3.55257250113612e-08
6713,8.71511919220401e-08
6718,5.65771861553007e-08
6732,3.7936571050162e-08
6737,1.65039185324567e-07
6739,2.80930425407815e-08
6742,8.83509065078628e-08
6746,5.43867855018444e-07
6753,5.72200726636776e-08
6771,1.14514921406696e-07
6784,1.14532724646657e-07
6790,0.00574132078827531
6795,5.00957981520472e-06
6807,7.54552602767367e-08
6808,8.79092388273414e-08
6818,4.87170684643634e-08
6823,3.19133236020797e-08
6830,4.846932670398e-06
6831,4.64596812440008e-06
6832,8.15670757169362e-08
6836,1.44106752637273e-07
6846,4.87216097510425e-08
6850,2.93094180055171e-08
6854,3.12558619657579e-08
6868,2.57791497016235e-05
6876,4.99956063940396e-07
6877,1.17406876066796e-06
6881,1.61242070049363e-08
6882,2.97282214043239e-08
6884,7.3885746841035e-08
6886,6.29323159873311e-08
6901,2.84563639873781e-08
6910,2.82076098354761e-08
6913,8.40572997869563e-08
6914,6.83629213078384e-06
6918,1.31057464338824e-05
6930,5.92700536963746e-06
6941,1.03759816381109e-07
6944,5.60464527861914e-07
6945,1.03695270675149e-07
6947,5.74012490345454e-06
6949,2.34590230113641e-05
6952,1.39354689437871e-06
6963,5.10027790725765e-07
6964,1.128597423684e-05
6972,2.68876722182197e-05
6979,8.32024963378956e-07
6981,2.90486799200104e-08
6988,2.73415324599409e-05
6990,7.20898414060928e-08
6998,7.95384356757864e-08
7004,3.95772253576084e-08
7016,4.83394630598681e-07
7027,3.88343885804831e-08
7042,6.0866233254937e-08
7056,5.575915654583e-08
7061,1.2923172264013e-07
7069,6.87160512904363e-07
7071,8.98901502064639e-08
7088,3.97264837569543e-07
7099,1.19342586770194e-07
7108,5.42372472612995e-08
7121,5.22318561212269e-05
7125,3.04030660977235e-05
7136,6.93823585112109e-07
7149,9.2623787991761e-07
7150,4.81259758077987e-07
7151,7.08187923997141e-08
7167,5.53099328173681e-08
7177,2.06491716138996e-05
7178,3.47562991363444e-08
7183,6.19629200932365e-07
7186,3.04021398001719e-08
7190,8.34519469841751e-08
7201,9.26970987743379e-08
7202,6.77220228052424e-08
7207,3.27930776336616e-08
7213,6.56357494005104e-08
7224,1.33229244047965e-06
7225,8.95742461711424e-08
7233,5.38703526816968e-08
7239,5.70561861714444e-08
7246,9.5123991637115e-08
7248,5.90567657811023e-08
7261,5.87063664261942e-06
7264,3.62365247975727e-08
7266,2.73217054521888e-08
7274,2.00390906543465e-08
7279,9.72247740232107e-08
7293,2.82040490921756e-08
7315,2.93032087638916e-08
7322,7.89088033056827e-08
7326,3.91049234284029e-05
7341,3.74214780549964e-08
7363,5.67243419206481e-06
7365,4.88977064691468e-07
7371,7.20987224780862e-08
7377,3.80083820178107e-08
7393,2.72931501635667e-05
7405,9.60100760593383e-08
7410,5.116817284858e-06
7434,1.068627634583e-06
7438,3.76389300265969e-08
7447,1.37812524883237e-06
7450,1.42277465534291e-05
7452,4.63469055425003e-08
7453,1.46610490910259e-08
7455,2.79538104522639e-08
7456,3.35800111990188e-08
7457,0.00103166730364377
7466,6.83992134667593e-06
7470,2.53651012676063e-05
7474,9.64241723509627e-08
7487,4.50363450620278e-07
7488,1.84933520830535e-06
7492,1.12171533974126e-05
7496,4.31617139303864e-08
7501,1.92802107692042e-06
7505,2.35681186094773e-06
7512,2.51399792632579e-08
7526,6.42955237240179e-07
7536,5.51257484145962e-07
7538,1.76277683196399e-05
7539,9.08218129250302e-08
7544,3.06277844693185e-05
7554,5.16859538587548e-07
7564,1.2717346899963e-07
7566,6.31041452916655e-07
7580,5.7615303800438e-07
7581,1.48012145753534e-06
7584,8.16060515688723e-08
7587,3.6555000042748e-08
7589,8.95204449147219e-08
7590,9.98470734618883e-08
7594,5.55287504045864e-07
7597,1.0042068250488e-07
7602,0.000908006291998733
7603,1.07537240740518e-07
7605,6.78359188505311e-07
7609,9.3326648174576e-08
7613,9.08468647974905e-08
7619,7.38701387414033e-08
7625,9.15014939972657e-08
7626,5.52866016494836e-06
7636,5.79072794123166e-06
7639,2.75688870930533e-05
7641,7.39241485560034e-08
7643,0.000254671907083778
7644,6.78493766308662e-08
7657,8.2359769928887e-08
7661,1.53294512013434e-06
7666,7.12409216556248e-08
7673,2.0481174557647e-07
7683,5.24926512469595e-06
7685,7.64677207208986e-08
7699,1.12826318223217e-07
7704,1.26631004893153e-06
7705,4.69358685021109e-07
7708,5.92845516892266e-07
7728,1.31039145798935e-07
7733,1.05507580929499e-07
7741,3.48220145997475e-06
7743,9.28326020627177e-08
7745,2.98750827315683e-08
7754,1.30211501502469e-06
7756,1.02484792614011e-07
7757,8.58055423369608e-08
7770,5.98585360256368e-07
7773,0.00565467515538187
7774,9.82542399157843e-08
7776,1.70880639480159e-05
7777,3.33743591803464e-08
7778,3.84141351223639e-08
7781,5.12806547463998e-06
7784,7.9259603317164e-08
7789,5.33012926448463e-05
7794,2.9570684453486e-07
7799,1.10614146317326e-07
7801,7.41796374860226e-07
7818,8.00515571312753e-08
7823,1.04761973870531e-07
7828,8.13706988437695e-08
7832,9.94270798797342e-08
7839,8.40256044054791e-08
7851,1.38798348052204e-06
7856,8.28403327937104e-08
7868,5.3927877576801e-06
7869,3.93217500554172e-08
7872,3.21140598637717e-08
7874,2.51126835770319e-08
7878,3.57448816191556e-08
7888,8.13360047344413e-08
7913,2.68800059208702e-08
7923,8.43799699947986e-08
7925,5.20732923462038e-06
7926,4.68931741551783e-07
7938,2.64185840915792e-08
7942,1.41862326961503e-05
7945,8.05258435715241e-08
7954,5.91710164192494e-07
7963,1.05555248512954e-07
7969,8.63081045610765e-08
7970,5.85517427016257e-06
7977,5.93867013460003e-06
7981,9.04706163561292e-08
7990,8.31365425657669e-08
8020,6.74746274449779e-07
8023,3.2450225639803e-08
8025,8.09863218133038e-07
8034,4.97554244497408e-06
8039,8.85949383751545e-08
8046,1.24013985027632e-07
8051,8.91093907757866e-08
8055,2.96646881365574e-08
8060,3.9041540376331e-08
8063,3.81596556943382e-08
8073,0.00516272802326879
8074,4.14867352159063e-08
8076,1.28039506602388e-06
8080,1.04830329502018e-07
8088,8.62559156477759e-08
8102,1.01845127501507e-07
8103,4.71544795846291e-06
8104,4.73294427744729e-06
8105,1.01296192754738e-07
8109,8.80955403061133e-08
8115,5.03174010747615e-06
8121,5.82987569002017e-07
8126,1.1303133039785e-07
8135,1.54256505637473e-06
8153,6.61798661786171e-07
8156,6.85316374757816e-08
8160,9.33703692717729e-06
8161,9.89817492301056e-08
8162,1.24289595789283e-07
8171,3.85672777757941e-08
8181,3.53558771282941e-08
8183,3.67769112763584e-08
8185,1.11818529378892e-07
8191,0.00472876387261011
8203,2.28916501513428e-08
8204,1.5278144249679e-05
8207,5.86888314369708e-07
8208,7.3658571356895e-08
8209,5.07194529764397e-07
8210,8.20876383780986e-08
8225,8.20995716609874e-08
8226,3.59226807026515e-08
8231,4.71844009608668e-07
8233,2.37766243951405e-08
8244,5.65622880599264e-06
8250,2.67886991013856e-08
8261,6.28117855234931e-06
8265,9.41557461251669e-08
8278,3.77940154558379e-08
8279,3.48903586469051e-08
8280,1.17894513073431e-07
8296,2.2777720212638e-05
8299,7.15457290531049e-08
8300,4.91878145715178e-08
8301,1.25946692801637e-07
8305,1.70289813406259e-07
8327,3.86800116950462e-08
8334,8.59155070255208e-08
8349,2.7464167196811e-08
8355,2.68246929503409e-08
8361,8.51369393874743e-08
8362,7.3359332658418e-08
8364,6.60485634123252e-08
8365,7.03928965457059e-08
8375,2.2014831481429e-08
8378,6.30508597711377e-07
8380,8.4611508247268e-08
8381,7.31032912418503e-08
8387,7.56809994686733e-08
8399,1.89819873882326e-05
8402,0.00402492203316744
8409,4.7783987657714e-08
8433,1.57305071031375e-05
8436,1.04272005922638e-07
8442,9.00839441970117e-08
8448,7.3295005171549e-08
8464,3.83189148456111e-08
8469,5.57179106213339e-07
8474,5.03516440496912e-07
8478,7.942039427512e-08
8482,7.24864624083753e-08
8490,1.91816571950713e-08
8510,8.56978140510224e-08
8511,1.00269816660332e-07
8527,7.42824827698291e-08
8532,3.50032719753118e-08
8533,4.0671376918004e-08
8538,8.8754723549919e-08
8541,3.94248888735614e-08
8545,7.70888407979259e-08
8553,1.06761396145934e-07
8554,9.74383663636704e-08
8555,8.52094258147097e-08
8569,3.38032416873635e-08
8586,1.63231378637805e-06
8593,3.47616391708664e-08
8600,0.00579181795029261
8606,1.27936096317618e-06
8607,5.57840741503838e-08
8611,9.13069354285336e-08
8613,1.35095869335633e-06
8618,5.92327671297994e-05
8630,9.03154794046201e-08
8637,9.18630844665913e-08
8650,7.85629416556265e-08
8652,2.18744954640175e-08
8661,4.41535314017978e-06
8669,3.78578249470367e-08
8673,4.64242266960294e-08
8674,4.5182793865244e-08
8678,2.98502922972732e-05
8682,3.72145045971493e-08
8688,1.26052838618098e-07
8689,1.96468593818314e-05
8695,3.11206461428881e-08
8698,5.89463484091771e-08
8703,6.93512198782915e-08
8709,3.41531992998144e-08
8716,7.24863251436073e-08
8723,3.61958892668859e-08
8737,2.63885233948591e-07
8753,9.88703967254325e-08
8773,4.96947973723087e-06
8774,2.70706119571059e-08
8778,1.48925149372143e-05
8786,4.95301657957757e-07
8794,4.55206567449749e-06
8795,3.59527644039228e-07
8800,2.14770166800702e-08
8804,1.11481212587854e-07
8808,9.16625993620153e-08
8809,1.03307735057457e-07
8817,5.97367210332753e-06
8818,1.00619483929571e-07
8825,8.60731846455836e-08
8830,8.24431568064198e-08
8833,3.80839963978521e-08
8834,2.95743507297113e-08
8836,1.09984979932025e-07
8837,7.23712540219578e-08
8844,2.99435411792477e-08
8851,2.88609004849933e-08
8861,0.00103753655070857
8864,9.09245412644207e-08
8865,4.32636515816578e-08
8869,5.41863261513131e-08
8873,2.4069431684128e-05
8880,1.27608485831392e-06
8884,6.4080378908189e-08
8888,7.49432926191486e-08
8889,8.17002065148708e-08
8891,2.91230867410574e-05
8893,8.23330176964404e-08
8897,1.04166660155664e-07
8905,1.17793472868122e-07
8910,2.54533942816395e-05
8918,4.7109293545687e-06
8939,3.53706440902517e-08
8940,9.84052191572056e-08
8941,4.47973810173199e-08
8944,3.17650203383089e-08
8949,8.35531118114837e-08
8950,3.20161528434161e-08
8958,1.15747084016348e-06
8967,2.34668424408543e-05
8975,2.45368420005288e-07
8979,8.97262980504168e-08
8980,2.93662085227922e-08
8991,2.19857120475916e-08
8995,1.08921129278983e-08
8996,4.31778994037533e-08
8998,1.6169902912147e-05
9000,1.07576855503264e-07
9001,8.77850304428514e-06
9002,1.07877713150699e-07
9024,8.951118459986e-08
9026,4.40928416249237e-08
9027,9.12144007276375e-08
9034,1.02139864277447e-07
9038,3.93854511988122e-08
9050,1.38752217432116e-07
9052,1.53676852503444e-06
9054,1.00729949605063e-07
9078,5.52764739796297e-05
9097,1.07383172512883e-07
9109,1.89670944014811e-08
9112,4.99254491049591e-07
9115,2.9776866198012e-08
9125,5.50075097217763e-06
9132,6.17988129402732e-08
9136,7.12714439385231e-08
9139,5.63982975772277e-08
9140,3.03395497942605e-08
9142,4.42201677471254e-07
9143,9.75600181469717e-08
9147,7.7330107833209e-07
9159,9.69635959373364e-08
9165,9.04827221325716e-06
9172,1.00732768559818e-07
9177,3.75520773695275e-08
9179,3.41838213158524e-08
9185,8.05634515985506e-08
9196,0.000906025526632037
9201,1.04295146770185e-07
9209,3.98127582115207e-08
9210,7.02057426991953e-07
9212,5.48350016165942e-08
9214,1.07016567797614e-07
9240,0.00474412015562178
9241,1.07650401016691e-07
9244,9.0525726584779e-08
9249,2.76122660327541e-08
9250,5.05952839127325e-07
9255,7.9676215920525e-08
9258,5.83972300076453e-07
9263,3.1664723502532e-08
9266,2.73704005428223e-07
9269,7.35319734740559e-08
9272,7.70411612449235e-08
9276,2.15333888887682e-05
9290,8.46075429397764e-08
9299,3.88477701228005e-08
9303,6.87408117706457e-08
9310,5.58456340548487e-09
9311,5.60811450795368e-08
9314,7.62646574076256e-08
9315,1.23128842877688e-05
9325,1.52818692156796e-06
9328,4.88109483633575e-07
9329,2.06839408283633e-06
9332,0.00205674672993774
9337,2.68396619786769e-06
9353,1.81058293601708e-06
9355,9.60553822398244e-08
9356,6.36446579269934e-06
9362,1.61815287274224e-06
9364,5.25451727190277e-06
9366,5.40876564345176e-06
9387,7.01121428571312e-05
9388,0.0047807134786107
9396,5.1447668333644e-06
9400,2.50319570544241e-08
9406,8.19924506796829e-08
9411,7.48432619861032e-08
9416,5.19214537960009e-07
9417,2.98907747236664e-05
9423,2.46440721453367e-05
9425,2.00808855415205e-06
9426,2.0213339372828e-07
9427,1.0897100081778e-07
9429,2.84677314050693e-05
9430,1.23041498466476e-06
9434,2.38008164532351e-07
9442,9.54016515621266e-08
9458,9.69571134189275e-08
9476,7.18397195456371e-08
9481,8.63424705166431e-08
9483,1.02206043732643e-07
9484,8.56830251078752e-08
9487,1.67060629160887e-05
9488,9.79416325593954e-08
9490,2.78678366245667e-08
9502,7.29493620033067e-05
9505,2.80589046700461e-08
9509,4.80231053380114e-06
9515,8.62644114125207e-08
9516,9.71360520616229e-08
9532,6.25404668492456e-08
9539,1.39494217199728e-06
9542,3.76277763513396e-06
9549,3.5798029547526e-08
9550,6.3364973321428e-07
9553,1.00403185599297e-07
9554,5.91032543250571e-08
9561,1.07049006655273e-07
9566,9.58446054547964e-08
9571,8.18340329184435e-08
9577,1.11183529472429e-07
9584,1.12132682318279e-07
9592,1.13043731261181e-07
9596,3.08000498939858e-05
9602,2.60172824596708e-08
9603,2.83487382648194e-08
9604,1.83246498291595e-05
9608,1.96940570630098e-05
9609,1.03052013219811e-07
9613,1.2741852444462e-07
9623,4.27061343257443e-08
9630,0.00591994002342711
9633,1.04228815474526e-07
9648,4.43628683103227e-08
9665,7.12554198969713e-06
9668,4.19039116737425e-08
9678,8.82716735769307e-08
9679,6.77134856115934e-08
9693,2.5823679950806e-05
9718,3.71000027642231e-05
9720,3.14497526490414e-05
9744,1.13188512747413e-07
9745,4.48767612746568e-08
9746,1.91318725393465e-05
9753,5.47049433563513e-08
9758,6.36455462066751e-06
9759,1.1195510229126e-07
9763,1.03109121412152e-07
9766,4.1048631826096e-08
9767,3.50600225723174e-08
9777,9.44033273983664e-07
9781,1.13609797776086e-07
9789,3.35000515135726e-08
9790,1.06136111159248e-07
9799,1.12529426267397e-07
9802,3.67565674877161e-08
9805,1.81108944800699e-05
9807,1.33180617722722e-07
9812,1.21154862680362e-07
9818,7.31109366686508e-08
9820,4.11434398548989e-05
9822,1.08760310107678e-07
9824,7.57433356577302e-06
9834,7.37451015452336e-06
9836,6.01746286176608e-08
9847,9.26719902951327e-08
9864,0.00102785362885514
9869,3.61933426795156e-08
9875,1.10114501891493e-07
9880,1.69133353283868e-07
9889,3.14726198345562e-05
9894,4.23523721494371e-08
9909,0.000435884443469928
9915,1.78331401766838e-07
9919,1.16656392296838e-07
9920,3.27688937151709e-05
9940,1.588512049267e-06
9946,1.61887950611805e-06
9958,2.59356348846983e-05
9959,4.18149775514001e-08
9973,7.02074727541406e-07
9976,8.3973743927709e-08
9978,4.74566925183066e-08
9982,4.40101716801625e-08
9987,3.81229465123273e-08
9988,1.74913415319819e-07
9992,1.0411344464057e-07
10000,1.83183732494106e-10
10002,1.95511784608539e-06
10005,6.99646518165456e-08
10008,9.26367669152205e-08
10009,8.85362041273346e-08
10011,9.62229963496971e-08
10021,1.03742469139991e-07
10022,2.90371003543752e-05
10053,3.98860929716606e-08
10074,4.35604809182762e-08
10076,1.27995167909602e-07
10090,6.11465786110086e-06
10092,5.30130229258396e-08
10099,1.09821669758446e-07
10102,4.13424137404446e-08
10103,3.32766848517517e-08
10106,4.93094993987161e-08
10108,0.000384099341976886
10113,2.61984453695975e-05
10119,5.34036281147148e-08
10122,1.02506690751838e-07
10125,9.48823431607414e-08
10140,1.24124328682507e-07
10155,7.77872763076745e-08
10159,9.89584874210152e-08
10164,2.36505866638917e-07
10175,1.02583569948829e-07
10176,1.36277290855381e-06
10178,8.53210103613276e-08
10186,5.4340515216962e-06
10200,6.37499056041037e-08
10204,5.14197966723992e-06
10206,4.88570512680667e-06
10211,4.12341755900427e-08
10212,4.62238797800098e-08
10217,8.49647575989983e-08
10220,6.88962062592726e-06
10230,6.76185293443662e-06
10234,8.50027203621285e-08
10235,8.73338996150392e-08
10239,3.43994709359834e-08
10240,7.14157189232102e-08
10242,6.10749938647255e-08
10245,3.42380617351839e-08
10246,1.61220486050725e-05
10247,4.3513361376687e-08
10250,3.23750601822045e-08
10254,3.55899981147318e-05
10257,1.03342300403887e-07
10260,1.06912104042477e-07
10261,3.60599306083324e-05
10265,4.19507355709595e-08
10273,9.99861735309209e-08
10274,3.40352799922528e-08
10277,1.27591157482703e-07
10289,0.000798994739085054
10290,2.79581184957011e-08
10298,9.71245641063468e-08
10301,6.2008051717754e-08
10304,7.0736743119866e-06
10305,9.55885314873809e-08
10313,1.00741236401377e-07
10320,4.22429723110985e-08
10323,9.85153424846173e-08
10328,1.09438675501336e-07
10332,0.00426265180932038
10336,0.00634577362126137
10343,4.23164946289788e-08
10348,6.56882481726746e-06
10350,1.07764143290461e-07
10351,9.18810740706264e-08
10354,2.88391453670679e-08
10372,1.01257711770485e-07
10373,7.74191548780132e-07
10380,5.1644353654699e-08
10383,1.31113824685201e-07
10396,1.77149028640729e-05
10397,3.36676683803829e-06
10399,1.00873173388356e-05
10400,3.16643341478684e-06
10401,1.07861138423528e-07
10402,1.05373540924002e-07
10403,3.1845002416946e-06
10410,4.38281071426115e-05
10412,6.53101197924274e-07
10415,6.73733447641491e-08
10424,9.68544301838525e-08
10428,1.31719852953368e-07
10432,3.81303235955777e-08
10462,7.4235740122425e-06
10477,4.05516906350862e-08
10482,3.75149977160536e-08
10484,3.90518384176336e-08
10493,8.86944062324122e-08
10495,1.73270508167617e-07
10497,7.38581702294894e-08
10516,9.30659362970079e-08
10521,4.65024334982201e-08
10522,1.23668302178765e-06
10523,1.66691483615614e-06
10528,3.50429063496287e-08
10530,4.80582880694995e-08
10532,5.70142369874388e-07
10533,3.66325440963442e-08
10543,0.000147462618886879
10547,7.74033089893504e-07
10552,3.99871596395019e-08
10558,8.52889871042967e-08
10571,6.18400440744052e-08
10572,2.03354566221863e-08
10574,2.32106874273643e-08
10583,3.36215693468308e-06
10600,1.01242403637969e-07
10607,7.13789563918244e-07
10608,7.94915040757526e-07
10614,2.21215854064028e-08
10630,4.61137398218427e-08
10634,9.04602456335541e-08
10635,5.16100270785396e-08
10641,3.17932675471165e-05
10643,8.51706715696366e-07
10644,6.82879830763361e-06
10648,8.18912436764204e-07
10669,4.7765918732356e-08
10675,4.80020177321995e-07
10686,3.66795588997461e-05
10704,4.23037934474602e-08
10707,4.48542392298878e-08
10722,2.26493478558934e-08
10736,1.91857291097525e-05
10764,1.08302481860418e-07
10767,3.05548143047397e-05
10776,9.89722354725397e-08
10779,2.31136229518958e-06
10781,4.98335390908096e-08
10792,1.52430675521049e-05
10797,9.21308277446668e-08
10798,4.35418389039535e-08
10801,7.41094459079655e-07
10802,4.28769029274067e-07
10805,3.36097698280506e-08
10808,7.95229698534328e-08
10810,0.000680135438812785
10816,1.16427025473004e-07
10817,4.05315973775915e-08
10829,1.8921811913382e-05
10843,1.46612168335246e-07
10858,5.44997326508803e-06
10866,4.24878793820254e-08
10876,1.10464299372147e-07
10887,3.59045005101866e-08
10891,3.30588626639141e-08
10896,4.34243202461475e-08
10900,7.38806175408909e-07
10905,1.08841826696458e-07
10907,1.10138646651103e-07
10917,2.13697142196903e-08
10936,6.15963123406514e-06
10947,3.81593010974938e-08
10948,1.66195317677857e-05
10951,9.70720851205316e-08
10955,3.34483335811655e-08
10969,1.35233544497918e-07
10984,9.23778362808195e-08
10987,8.26696642690386e-08
10990,3.44529050130503e-08
10992,4.55148941425556e-06
10996,8.68450181001943e-08
10997,1.58978824954274e-07
10999,9.50917627698956e-08
11000,1.69487821636775e-05
11001,5.04364877144967e-08
11010,7.28916631428314e-06
11016,7.85365646743912e-06
11018,3.82462894178291e-05
11034,0.00114369740195924
11039,8.70564441587427e-08
11041,9.94730676082758e-08
11047,7.79821070169718e-08
11053,6.83423921273531e-07
11055,2.22658610324174e-08
11056,1.03147849769136e-07
11065,1.08538382894307e-07
11068,7.8047046018041e-07
11070,9.52836079112991e-08
11071,6.43025942302969e-07
11072,7.47832044653034e-08
11079,5.27072461859743e-06
11091,3.87823685192873e-08
11094,8.70312303892027e-08
11112,7.35139721934897e-06
11113,7.00369985292356e-06
11128,9.61980641772753e-08
11153,7.23935021125697e-07
11154,5.01940672671028e-09
11163,1.10384582841725e-07
11179,1.25123238084314e-07
11181,6.24954564285632e-08
11206,7.92130872915064e-08
11216,1.08517712537075e-07
11221,9.29754355500196e-08
11223,8.77569937909339e-06
11228,1.88078365039263e-06
11235,1.05408266507218e-07
11237,6.47012710359347e-06
11244,2.2217950408172e-08
11256,2.51565589475061e-07
11267,9.52212188080073e-08
11272,1.65005298233525e-05
11281,1.16015273946903e-07
11285,1.09839819156727e-07
11288,5.88420701992658e-06
11291,9.25920221205918e-08
11293,9.86326354754148e-08
11297,1.06102756873341e-07
11298,1.04005965356933e-07
11299,4.18300424410218e-08
11301,9.47682999598393e-08
11309,9.38770497521742e-07
11331,9.18177201438505e-08
11332,1.3514053043056e-07
11337,4.14373313274633e-08
11343,0.000430357119095123
11347,4.27133654155307e-08
11348,1.82204817938865e-06
11355,0.00399939045440165
11368,1.39634064156471e-07
11369,1.78902368575694e-06
11371,3.79932891074869e-05
11378,7.34629725002947e-07
11384,1.07106812305168e-07
11387,8.90444565499747e-08
11393,2.85653469138624e-08
11399,2.53892129790574e-07
11412,2.04843784091784e-06
11431,4.78141833755592e-08
11432,5.19371600541518e-08
11444,0.000983800086327709
11450,0.00604051496393537
11451,6.83947770828803e-07
11476,1.03289132456718e-07
11488,8.1140218990935e-08
11495,1.75441666251156e-05
11505,1.28490008076652e-07
11508,0.0015164448304661
11518,7.26410979478085e-06
11522,2.81793305091498e-08
11524,8.12458922091768e-06
11533,7.76455400753319e-06
11549,5.48078217605102e-06
11551,0.00680016726113149
11560,3.35625362542306e-08
11563,4.91208519917371e-08
11565,2.3908110116172e-05
11567,8.60055215106371e-08
11569,8.79466997689813e-08
11598,7.83064213477511e-07
11604,1.808815215199e-06
11611,1.04155673435987e-07
11617,3.79346320049469e-06
11626,5.74505911983924e-06
11642,1.10182558039847e-07
11643,1.08472905144326e-07
11648,8.5932020965104e-08
11651,3.38807395536228e-08
11663,3.50960796198216e-08
11666,4.18799551993131e-07
11685,1.67574124968173e-06
11686,6.34313096858188e-07
11698,2.40621916977161e-08
11708,1.11032344071135e-07
11711,1.04065136882058e-07
11718,8.12621061327195e-08
11742,4.45441636808475e-08
11761,2.78817461762046e-06
11767,1.00552452266043e-07
11768,3.82529992972457e-08
11775,7.54290312144155e-07
11779,5.54475727952756e-06
11786,8.60848454034519e-05
11790,1.95975240388076e-05
11791,1.26168693539603e-07
11796,2.13781940420212e-10
11806,6.90691348177522e-07
11810,4.42463751321729e-08
11811,4.09065404478371e-08
11814,8.08873279037178e-06
11816,4.38355059390593e-08
11820,1.15817312656716e-07
11822,1.13281731513481e-07
11829,5.34269868108564e-07
11832,8.99780474609017e-08
11834,2.79374213099867e-05
11836,8.27434795816865e-08
11837,1.10004615801985e-07
11844,6.91552202008235e-06
11847,1.04626360051098e-06
11864,1.97835633339111e-05
11865,8.03959617771204e-07
11872,1.0446473087411e-07
11873,7.86195767737688e-06
11886,7.89981544724275e-06
11894,1.42867139315847e-07
11905,8.594664876926e-08
11906,1.66191340954869e-08
11907,1.30243960554915e-07
11912,4.36719772903754e-08
11914,6.11932878233514e-06
11918,1.19970510657779e-07
11924,5.13602895932939e-08
11929,6.74005473951633e-05
11930,4.11289750311429e-08
11936,1.00961828696455e-07
11937,1.89939820081143e-07
11954,6.32821064550722e-06
11957,1.08291113985004e-07
11964,1.09746349218466e-07
11968,1.28902852208747e-08
11972,6.90904974127502e-06
11976,1.21422030218743e-07
11979,5.51825278714896e-08
11981,4.37262006250539e-08
11983,1.21153144705683e-07
11989,3.30564828405546e-08
11991,5.92674154675041e-08
11998,5.2610299303811e-08
12003,1.17007132649988e-07
12007,5.68853923703977e-08
12011,7.43818193765616e-07
12014,9.19030171091073e-08
12024,4.00424584705933e-08
12033,1.17617874506094e-07
12034,2.00415419041901e-07
12041,5.98211320475413e-08
12046,7.33974609503948e-06
12056,1.05392381587224e-07
12064,1.18718864379415e-07
12069,9.74566464967091e-08
12070,3.44051569012067e-08
12071,3.60400700499651e-08
12072,1.12781608392607e-07
12078,3.32810233485938e-08
12091,7.19806752504584e-07
12092,6.13184222779266e-06
12094,9.37989698734529e-08
12098,9.87434062699488e-08
12103,4.34992262625323e-08
12115,3.02655196342166e-05
12118,6.30863118636415e-06
12122,3.74282735238791e-07
12125,9.75194627907798e-05
12133,1.26699210256205e-07
12137,6.77818643898413e-06
12141,4.3039480043223e-08
12143,1.17367444826077e-07
12144,3.87210665749069e-05
12154,3.76845650288173e-08
12163,8.20907995535813e-08
12170,5.95913505324025e-07
12193,3.9481035069175e-08
12196,9.28447748879038e-08
12206,1.32142030998924e-07
12209,5.4669252811426e-06
12214,9.13968907166414e-08
12228,4.68763511671424e-08
12233,1.09944575175718e-06
12238,6.61028511138093e-06
12242,5.45487134459159e-08
12245,9.02859669028789e-07
12247,1.34081331117054e-07
12251,6.36410643630273e-08
12287,9.66799610627436e-08
12292,1.57220870829951e-05
12304,5.92149194222527e-08
12317,2.19212674878434e-05
12320,3.24974601973194e-05
12323,3.62243423772169e-05
12328,1.21093879376551e-07
12333,3.47976788002084e-05
12334,1.06911942273533e-07
12335,6.55986402812791e-07
12352,8.52481305137369e-06
12358,1.11307845023716e-07
12364,1.08015411699608e-07
12376,7.51116371640056e-08
12396,1.1317575517329e-07
12402,0.00532821552570676
12406,7.24423662710094e-08
12408,2.97896101376107e-08
12410,0.00399214794916668
12413,6.07035541741613e-07
12417,9.92159192562705e-08
12424,6.48626865208869e-07
12425,5.09576102014888e-08
12426,7.83952555941868e-08
12430,8.14283224823491e-08
12432,4.13948857019293e-05
12433,8.94922512516795e-08
12451,2.24269180601431e-08
12457,5.400342306223e-07
